skill,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,source,skills_multi,word_count
ML,Easy,What is cross-validation?,"Cross-validation evaluates model performance on unseen data. K-fold CV: split data into K folds, train on K-1 folds and test on remaining fold, repeat K times, average results. Prevents overfitting to a specific train/test split. Stratified k-fold preserves class distribution. Leave-one-out CV is the extreme case where K equals the dataset size.",Cross-validation evaluates model performance on unseen data..,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,Define: a hypothesis $h \in H$ shatters a dataset $A \subseteq X \Leftrightarrow \ldots$,"For all 2^N possible binary labeling of every data, if a hypothesis h splits the positive data from the negative data with no error, then it means that the hypothesis h shatters the dataset A.",", if there exists a configuration of $X$, so that $h$ gets zero training error on any dichotomy of the datapoints.",Poor,0.68,0.14,0.14,combined,ML,21
ML,Medium,What is k-means clustering?,"K-means partitions data into K clusters by iteratively assigning each point to the nearest centroid and recomputing centroids. Converges when assignments stop changing. Choose K using elbow method or silhouette score. Pros: simple, scalable. Cons: sensitive to initial centroids, assumes spherical clusters, requires specifying K beforehand.",K-means partitions data into K clusters by.,Poor,0.07,0.07,0.05,ml_curated,ML,7
DSA,Medium,What is dynamic programming? Give an example.,Dynamic programming solves problems by breaking them into overlapping subproblems and storing results to avoid recomputation. It requires optimal substructure. Example: Fibonacci with memoization reduces O(2^n) to O(n).,"Dynamic programming is an optimization technique for problems with overlapping subproblems and optimal substructure. Instead of recomputing the same subproblem multiple times we store the result the first time and look it up later. Top-down DP uses memoization storing results in a dictionary as we recurse. Bottom-up DP builds the solution iteratively from smaller subproblems. Classic examples include Fibonacci where fib(n) = fib(n-1) + fib(n-2) with memoization reducing time from O(2^n) to O(n), and the knapsack problem.",Good,0.0,0.0,0.0,handmade,DSA,77
DSA,Medium,What are the main operations associated with a stack?,,push and pop,Good,0.0,0.0,0.0,2273,CS-General,3
DSA,Easy,What is the time complexity of binary search?,Binary search has O(log n) time complexity because it halves the search space with each step. It requires a sorted array. Space complexity is O(1) iterative or O(log n) recursive.,Binary search has O(log n) time complexity because each comparison eliminates half of the remaining elements. After k steps only n divided by 2^k elements remain so we need at most log2(n) steps. Space complexity is O(1) for the iterative version. For the recursive version space is O(log n) due to the call stack. It only works on sorted arrays.,Good,0.0,0.0,0.0,handmade,DSA,60
DSA,Medium,What are the two main functions defined by a stack?,,push and pop,Good,0.0,0.0,0.0,2273,CS-General,3
DSA,Medium,Explain the concept of recursion.,"Recursion is when a function calls itself to solve subproblems, with a base case to terminate recursion.","Recursion is when a function calls itself to solve subproblems, with a base case to terminate recursion.",Good,0.9,1.0,0.85,combined,DSA,17
DSA,Medium,Discuss the advantages and disadvantages of different sorting algorithms.,Sorting algorithms vary in time/space complexity and stability. Quick Sort and Merge Sort are fast but more complex; Insertion and Bubble Sort are simple but slower.,Sorting algorithms vary in time/space complexity and stability. Quick Sort and Merge Sort are fast but more complex; Insertion and Bubble Sort are simple but slower.,Good,0.9,1.0,0.85,combined,DSA,26
DSA,Hard,Explain Dijkstra's algorithm and its time complexity.,Dijkstra finds shortest paths from a source to all vertices in a weighted graph with non-negative edges. Uses a min-heap priority queue. Time complexity O((V+E) log V) with a binary heap. Does not work with negative weights.,Dijkstra's algorithm finds the shortest path from a source vertex to all other vertices in a graph with non-negative edge weights. It initializes all distances to infinity except the source which is zero. It uses a min-heap priority queue to always process the vertex with the smallest known distance. For each vertex it relaxes all outgoing edges updating neighbor distances if a shorter path is found. The time complexity is O((V+E) log V) using a binary heap. It does not work with negative edge weights because once a vertex is finalized its distance cannot be improved.,Good,0.0,0.0,0.0,handmade,DSA,96
DSA,Easy,What is the difference between a stack and a queue?,"A stack follows LIFO last in first out with push and pop operations. A queue follows FIFO first in first out with enqueue and dequeue. Stacks are used for function calls, queues for scheduling.","A stack follows LIFO where the last element added is the first removed. Operations are push to add and pop to remove from the top. Used in function call stacks, undo operations, and DFS. A queue follows FIFO where the first element added is the first removed. Operations are enqueue to add at rear and dequeue to remove from front. Used in BFS, task scheduling, and print queues.",Good,0.0,0.0,0.0,handmade,DSA,68
DSA,Hard,How do you perform a binary search on a sorted array?,"Binary search divides the search interval in half, repeatedly comparing the middle element to the target.","Binary search divides the search interval in half, repeatedly comparing the middle element to the target.",Good,0.9,1.0,0.85,combined,DSA,16
DSA,Hard,Implement a robust text editor with features like auto-complete and syntax highlighting.,"Consider efficient data structures for text storage (like gap buffers), and algorithms for syntax parsing.","Consider efficient data structures for text storage (like gap buffers), and algorithms for syntax parsing.",Good,0.9,1.0,0.85,combined,DSA,15
DSA,Hard,Explain the time complexity of an algorithm.,"Time complexity measures the time an algorithm takes relative to its input size, expressed in Big O notation.","Time complexity measures the time an algorithm takes relative to its input size, expressed in Big O notation.",Good,0.9,1.0,0.85,combined,DSA,18
